trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pic,sound,c1,c2,c3,c4,answerNum,answer,marker,intro.keys,intro.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,space,0.521334886551,2018_Nov_29_1854,60.1554692475,HeartBeat2_2,001,,
