trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pic,sound,c1,c2,c3,c4,answerNum,answer,marker,intro.keys,intro.rt,Answer1.keys,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,space,3.50704789162,,2018_Nov_19_1647,60.15106949,HeartBeat2_2,001,,
