pic,sound,c1,c2,c3,c4,answerNum,answer,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro.keys,intro.rt,Answer.keys,Answer.rt,participant,session,date,expName,frameRate,
,,,,,,,,,,,,space,0.7147858840035042,,,Walter,001,2018_Nov_14_1334,HeartBeat2,59.6169745347443,
eyes1.png,heart120.wav,playful,comforting,irritated,bored,1,playful,0,0,0,0,,,1,2.539966356998775,Walter,001,2018_Nov_14_1334,HeartBeat2,59.6169745347443,
