pic,sound,c1,c2,c3,c4,answerNum,answer,marker,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro.keys,intro.rt,Answer.keys,Answer.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,space,0.521615982056,,,2018_Nov_14_1350,59.7607747535,HeartBeat2,001,,
eyes1.png,heart120.wav,playful,comforting,irritated,bored,1,playful,120,0,0,0,0,,,3,1.37034797668,2018_Nov_14_1350,59.7607747535,HeartBeat2,001,,
