trialsListen.thisRepN,trialsListen.thisTrialN,trialsListen.thisN,trialsListen.thisIndex,pic,sound,c1,c2,c3,c4,answerNum,answer,intro.keys,intro.rt,participant,session,date,expName,frameRate,
,,,,,,,,,,,,space,0.6988256499971612,,001,2018_Dec_12_1452,HeartBeat3,59.91968353726795,
