Sound,marker,img,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro.keys,intro.rt,Answer.keys,Answer.rt,participant,session,date,expName,frameRate,
,,,,,,,space,5.651429280987941,,,,001,2018_Nov_07_1516,HeartBeat2,60.279946829215405,
heart120.wav,120.0,eyes1,0,0,0,0,,,2,52.88538084400352,,001,2018_Nov_07_1516,HeartBeat2,60.279946829215405,
