pic,sound,c1,c2,c3,c4,answerNum,answer,trialsListen.thisRepN,trialsListen.thisTrialN,trialsListen.thisN,trialsListen.thisIndex,intro.keys,intro.rt,Answer1.keys,rating.response,rating.rt,participant,session,date,expName,frameRate,
,,,,,,,,,,,,space,1.0399074730012217,,,,,001,2018_Dec_12_1234,HeartBeat3,59.82279960352143,
blank.png,heart120_1.wav,terrified,amused,regretful,flirtatious,3,regretful,0,0,0,10,,,None,4,7.775,,001,2018_Dec_12_1234,HeartBeat3,59.82279960352143,
