pic,sound,c1,c2,c3,c4,answerNum,answer,marker,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro.keys,intro.rt,Answer1.keys,Answer1.rt,EmpAnswer.keys,EmpAnswer.rt,participant,session,date,expName,frameRate,
,,,,,,,,,,,,,space,0.848968545000389,,,,,,001,2018_Nov_19_0923,HeartBeat2_2,59.51101748963864,
eyes1.png,heart120.wav,playful,comforting,irritated,bored,1,playful,120,0,0,0,0,,,3,18.60500311099895,1,6.551462873998389,,001,2018_Nov_19_0923,HeartBeat2_2,59.51101748963864,
,,,,,,,,,,,,,,,1,16.58008906300165,2,1.9195803450020321,,,,,,
