trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pic,sound,c1,c2,c3,c4,answerNum,answer,marker,intro.keys,intro.rt,participant,session,date,expName,frameRate,
,,,,,,,,,,,,,space,1.192188551001891,,001,2018_Nov_18_1304,HeartBeat2_2,60.00227408691409,
