trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pic,sound,c1,c2,c3,c4,answerNum,answer,intro.keys,intro.rt,participant,session,date,expName,frameRate,
,,,,,,,,,,,,space,0.8157510839955648,,001,2018_Nov_14_0040,HeartBeat2,60.14661591649475,
