pic,sound,c1,c2,c3,c4,answerNum,answer,marker,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro.keys,intro.rt,Answer1.keys,Answer1.rt,EmpAnswer.keys,EmpAnswer.rt,participant,session,date,expName,frameRate,
,,,,,,,,,,,,,space,0.9498058960016351,,,,,,001,2018_Nov_19_0921,HeartBeat2_2,59.41948941458428,
eyes1.png,heart120.wav,playful,comforting,irritated,bored,1,playful,120,0,0,0,0,,,3,19.418096648001665,1,1.5690073760015366,,001,2018_Nov_19_0921,HeartBeat2_2,59.41948941458428,
