Sound,marker,img,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro.keys,intro.rt,participant,session,date,expName,frameRate,
,,,,,,,space,1.1415502509917133,,001,2018_Nov_06_1632,HeartBeat1,60.074495634341105,
heart60_1.wav,60.0,eyes2,0,0,0,3,,,,001,2018_Nov_06_1632,HeartBeat1,60.074495634341105,
