trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pic,sound,c1,c2,c3,c4,answerNum,answer,marker,intro.keys,intro.rt,participant,session,date,expName,frameRate,
,,,,,,,,,,,,,space,0.4670887419997598,,001,2018_Nov_19_0910,HeartBeat2_2,59.85211870297955,
