Sound,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro.keys,intro.rt,EndKey.keys,EndKey.rt,participant,session,date,expName,frameRate,
,,,,,space,0.688843342999462,,,Walter,001,2018_Oct_10_2248,HeartBeat1,59.641338461011664,
heart120.wav,0,0,0,0,,,,,Walter,001,2018_Oct_10_2248,HeartBeat1,59.641338461011664,
heart60.wav,0,1,1,1,,,,,Walter,001,2018_Oct_10_2248,HeartBeat1,59.641338461011664,
heart60.wav,1,0,2,1,,,,,Walter,001,2018_Oct_10_2248,HeartBeat1,59.641338461011664,
heart120.wav,1,1,3,0,,,,,Walter,001,2018_Oct_10_2248,HeartBeat1,59.641338461011664,
,,,,,,,space,4.0114179470001545,Walter,001,2018_Oct_10_2248,HeartBeat1,59.641338461011664,
