trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pic,sound,c1,c2,c3,c4,answerNum,answer,marker,intro.keys,intro.rt,participant,session,date,expName,frameRate,
,,,,,,,,,,,,,space,1.4504300669977965,,001,2018_Nov_19_0855,HeartBeat2_2,59.36907639511963,
