pic,sound,c1,c2,c3,c4,answerNum,answer,trialsListen.thisRepN,trialsListen.thisTrialN,trialsListen.thisN,trialsListen.thisIndex,intro.keys,intro.rt,Answer1.keys,Answer1.rt,rating.response,rating.rt,participant,session,date,expName,frameRate,
,,,,,,,,,,,,space,0.46051055700081633,,,,,,001,2018_Dec_12_0020,HeartBeat3,60.117003319499794,
blank.png,heart120_1.wav,decisive ,anticipating,threatening,shy,2,anticipating,0,0,0,12,,,4,11.591555972998322,3,5.422,,001,2018_Dec_12_0020,HeartBeat3,60.117003319499794,
