pic,sound,c1,c2,c3,c4,answerNum,answer,trialsListen.thisRepN,trialsListen.thisTrialN,trialsListen.thisN,trialsListen.thisIndex,intro.keys,intro.rt,Answer1.keys,Answer1.rt,rating.response,rating.rt,participant,session,date,expName,frameRate,
,,,,,,,,,,,,space,1.8749784770043334,,,,,,001,2018_Dec_12_1354,HeartBeat3,60.163841421017885,
blank.png,heart120_1.wav,contented,apologetic,defiant,curious,3,defiant,0,0,0,22,,,2,23.492727228003787,3,5.388,,001,2018_Dec_12_1354,HeartBeat3,60.163841421017885,
,,,,,,,,,,,,,,2,33.08542844800104,,,,,,,,
