pic,sound,c1,c2,c3,c4,answerNum,answer,marker,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro.keys,intro.rt,Answer1.keys,Answer1.rt,rating.response,rating.rt,participant,session,date,expName,frameRate,
,,,,,,,,,,,,,space,0.47373460698872805,,,,,,001,2018_Dec_05_1603,HeartBeat3,60.56366787063907,
eyes1.png,heart120_1.wav,playful,comforting,irritated,bored,1.0,playful,120',0,0,0,0,,,3,7.034015373006696,5,5.854,,001,2018_Dec_05_1603,HeartBeat3,60.56366787063907,
