pic,sound,c1,c2,c3,c4,answerNum,answer,trialsListen.thisRepN,trialsListen.thisTrialN,trialsListen.thisN,trialsListen.thisIndex,intro.keys,intro.rt,Answer1.keys,Answer1.rt,rating.response,rating.rt,participant,session,date,expName,frameRate,
,,,,,,,,,,,,space,0.5983137389994226,,,,,,001,2018_Dec_12_1537,HeartBeat3,60.146643409435605,
blank.png,heart120_1.wav,playful,comforting,irritated,bored,1,playful,0,0,0,0,,,1,5.32632039100281,4,5.073,,001,2018_Dec_12_1537,HeartBeat3,60.146643409435605,
