trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pic,sound,c1,c2,c3,c4,answerNum,answer,marker,intro.keys,intro.rt,Answer1.keys,participant,session,date,expName,frameRate,
,,,,,,,,,,,,,space,1.1153378490053,,,001,2018_Nov_19_0950,HeartBeat2_2,60.03727293951077,
,,,,,,,,,,,,,,,None,,,,,,
