Sound,marker,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro.keys,intro.rt,EndKey.keys,EndKey.rt,date,frameRate,expName,session,participant,
,,,,,,space,0.456200838089,,,2018_Oct_25_1557,59.9599152559,HeartBeat1,001,,
heart60.wav,60,0,0,0,1,,,,,2018_Oct_25_1557,59.9599152559,HeartBeat1,001,,
heart120.wav,120,0,1,1,0,,,,,2018_Oct_25_1557,59.9599152559,HeartBeat1,001,,
,,,,,,,,space,1.3696410656,2018_Oct_25_1557,59.9599152559,HeartBeat1,001,,
