pic,sound,c1,c2,c3,c4,answerNum,answer,marker,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro.keys,intro.rt,Answer.keys,Answer.rt,EmpAnswer.keys,EmpAnswer.rt,participant,session,date,expName,frameRate,
,,,,,,,,,,,,,space,3.3189989539969247,,,,,,001,2018_Nov_14_1513,HeartBeat2_1,59.91059087361531,
eyes1.png,heart120.wav,playful,comforting,irritated,bored,1,playful,120,0,0,0,0,,,1,9.117047738007386,5,3.5333034909999697,,001,2018_Nov_14_1513,HeartBeat2_1,59.91059087361531,
