trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Sound,marker,img,intro.keys,intro.rt,participant,session,date,expName,frameRate,
,,,,,,,space,0.4840534279937856,,001,2018_Nov_06_1638,HeartBeat2,59.64152947416395,
