Sound,marker,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro.keys,intro.rt,EndKey.keys,EndKey.rt,date,frameRate,expName,session,participant,
,,,,,,space,1.50559091568,,,2018_Oct_25_1555,60.3671565446,HeartBeat1,001,,
heart60.wav,60,0,0,0,1,,,,,2018_Oct_25_1555,60.3671565446,HeartBeat1,001,,
heart120.wav,120,0,1,1,0,,,,,2018_Oct_25_1555,60.3671565446,HeartBeat1,001,,
,,,,,,,,space,2.00264692307,2018_Oct_25_1555,60.3671565446,HeartBeat1,001,,
