trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pic,sound,c1,c2,c3,c4,answerNum,answer,marker,intro.keys,intro.rt,participant,session,date,expName,frameRate,
,,,,,,,,,,,,,space,0.7314809339986823,,001,2018_Nov_19_0912,HeartBeat2_2,60.062239976653196,
