Sound,marker,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro.keys,intro.rt,EndKey.keys,EndKey.rt,date,frameRate,expName,session,participant,
,,,,,,space,0.504656791687,,,2018_Oct_25_1541,60.0225533352,HeartBeat1,001,,
heart120.wav,120,0,0,0,0,,,,,2018_Oct_25_1541,60.0225533352,HeartBeat1,001,,
heart60.wav,60,0,1,1,1,,,,,2018_Oct_25_1541,60.0225533352,HeartBeat1,001,,
,,,,,,,,space,0.98303604126,2018_Oct_25_1541,60.0225533352,HeartBeat1,001,,
