trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pic,sound,c1,c2,c3,c4,answerNum,answer,intro.keys,intro.rt,participant,session,date,expName,frameRate,
,,,,,,,,,,,,space,0.6492583319923142,,001,2018_Nov_14_0011,HeartBeat2,60.00246562067287,
