pic,sound,c1,c2,c3,c4,answerNum,answer,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro.keys,intro.rt,Answer.keys,Answer.rt,participant,session,date,expName,frameRate,
,,,,,,,,,,,,space,0.06599653701414354,,,,001,2018_Nov_14_0025,HeartBeat2,60.416805878043625,
eyes1.png,heart120.wav,playful,comforting,irritated,bored,1,playful,0,0,0,0,,,1,6.1502194039931055,,001,2018_Nov_14_0025,HeartBeat2,60.416805878043625,
