trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pic,sound,c1,c2,c3,c4,answerNum,answer,marker,intro.keys,intro.rt,participant,session,date,expName,frameRate,
,,,,,,,,,,,,,space,1.2745885270014696,,001,2018_Nov_16_1548,HeartBeat2_2,59.96019626320449,
