Sound,marker,img,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro.keys,intro.rt,Answer.keys,Answer.rt,participant,session,date,expName,frameRate,
,,,,,,,space,1.6103654360049404,,,,001,2018_Nov_07_1512,HeartBeat2,60.051892626742344,
silence.wav,None,eyes1,0,0,0,2,,,3,2.4868732670438476,,001,2018_Nov_07_1512,HeartBeat2,60.051892626742344,
