trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pic,sound,c1,c2,c3,c4,answerNum,answer,marker,intro.keys,intro.rt,Answer1.keys,EmpAnswer.keys,EmpAnswer.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,space,3.47459292412,,,,2018_Nov_19_1508,59.7603490185,HeartBeat2_2,001,,
