pic,sound,c1,c2,c3,c4,answerNum,answer,trialsListen.thisRepN,trialsListen.thisTrialN,trialsListen.thisN,trialsListen.thisIndex,intro.keys,intro.rt,Answer1.keys,Answer1.rt,rating.response,rating.rt,participant,session,date,expName,frameRate,
,,,,,,,,,,,,space,1.0622863589960616,,,,,,001,2018_Dec_12_1232,HeartBeat3,59.66235688140777,
blank.png,heart120_1.wav,decisive ,anticipating,threatening,shy,2,anticipating,0,0,0,12,,,2,9.576105239000753,4,2.574,,001,2018_Dec_12_1232,HeartBeat3,59.66235688140777,
,,,,,,,,,,,,,,None,,,,,,,,,
