pic,sound,c1,c2,c3,c4,answerNum,answer,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro.keys,intro.rt,Answer1.keys,Answer1.rt,rating.response,rating.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,space,0.855537891388,,,,,2018_Dec_13_0031,59.5585545672,HeartBeat3,001,,
eyes16.png,silence,irritated,thoughtful,encouraging,sympathetic,2,thoughtful,0,0,0,87,,,1,1.30091905594,2,1.846,2018_Dec_13_0031,59.5585545672,HeartBeat3,001,,
