pic,sound,c1,c2,c3,c4,answerNum,answer,trialsListen.thisRepN,trialsListen.thisTrialN,trialsListen.thisN,trialsListen.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,marker,intro.keys,intro.rt,Answer1.keys,IsCorrect,Answer1.rt,rating.response,rating.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,space,1.22223901749,,,,,,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,joking,flustered,desire,convinced,3,desire,0,0,0,2,,,,,,,,3,False,6.96510410309,4,2.099,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,joking,insisting,amused,relaxed,2,insisting,0,1,1,3,,,,,,,,3,False,0.548755168915,4,1.345,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,ashamed,nervous,suspicious,indecisive,3,suspicious,0,2,2,35,,,,,,,,3,False,0.570395946503,4,0.898,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,grateful,flirtatious,hostile,disapointed,2,flirtatious,0,3,3,29,,,,,,,,3,True,0.59779381752,4,1.596,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,interested,joking,affectionate,contented,1,interested,0,4,4,27,,,,,,,,3,False,1.03081917763,4,1.362,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,joking,cautious,arrogant,reassuring,2,cautious,0,5,5,26,,,,,,,,3,False,1.03565096855,4,1.662,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,irritated,dissapointed,depressed,accusing,4,accusing,0,6,6,13,,,,,,,,3,False,0.69961309433,4,1.197,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,embarassed ,fantasizing,confused,panicked ,2,fantasizing,0,7,7,20,,,,,,,,3,True,0.917320013046,4,1.461,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,embarassed ,guilty,fantasizing,concerned,4,concerned,0,8,8,32,,,,,,,,3,False,5.81676101685,4,1.31,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,despondent,relieved ,shy,excited,1,despondent,0,9,9,7,,,,,,,,3,False,0.567943811417,4,1.878,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,terrified,amused,regretful,flirtatious,3,regretful,0,10,10,10,,,,,,,,3,True,1.48538684845,4,1.646,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,impatient,aghast,irritated,reflective,4,reflective,0,11,11,28,,,,,,,,3,False,4.90297889709,4,1.614,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,irritated,sarcastic,worried,friendly,3,worried,0,12,12,4,,,,,,,,3,True,5.43576288223,4,1.64,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,contented,apologetic,defiant,curious,3,defiant,0,13,13,22,,,,,,,,3,False,7.47019314766,4,0.974,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,terrified,upset,arrogant,annoyed,2,upset,0,14,14,1,,,,,,,,3,False,2.40074515343,4,5.297,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,cautious,insisting,bored,aghast,1,cautious,0,15,15,9,,,,,,,,3,True,0.952341079712,3,9.261,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,ashamed,confident,joking,dispirited,2,confident,0,16,16,30,,,,,,,,2,False,0.544774055481,3,0.829,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,apologetic,friendly,uneasy,dispirited,3,uneasy,0,17,17,6,,,,,,,,2,False,0.968285083771,3,4.88,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,preoccupied,grateful,insisting,implorign,1,preoccupied,0,18,18,21,,,,,,,,2,False,7.89873504639,3,1.041,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,dominant,horrified,guilty,friendly,4,friendly,0,19,19,19,,,,,,,,2,False,0.609678983688,3,1.079,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,aghast,fantasizing,impatient,alarmed,2,fantasizing,0,20,20,5,,,,,,,,2,False,2.08694291115,3,0.979,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,aghast,baffled,distrustful,terrified,3,distrustful,0,21,21,33,,,,,,,,2,True,1.8626511097,3,1.029,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,arrogant,grateful,sarcastic,tentative,4,tentative,0,22,22,18,,,,,,,,2,False,0.902940988541,3,1.047,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,contemplative,flustered,encouraging,amused,1,contemplative,0,23,23,14,,,,,,,,2,False,1.98150014877,3,1.146,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,playful,comforting,irritated,bored,1,playful,0,24,24,0,,,,,,,,2,False,0.999923944473,3,0.929,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,amused,decisive,aghast,bored,2,decisive,0,25,25,17,,,,,,,,2,False,0.686136007309,3,1.793,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,decisive ,anticipating,threatening,shy,2,anticipating,0,26,26,12,,,,,,,,2,False,0.402793169022,3,0.847,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,irritated,thoughtful,encouraging,sympathetic,2,thoughtful,0,27,27,15,,,,,,,,2,False,0.27018404007,3,0.879,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,doubtful,affectionate,playful,aghast,1,doubtful,0,28,28,16,,,,,,,,2,False,0.752125024796,3,0.913,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,panicked,incredulous,despondent,interested,4,interested,0,29,29,24,,,,,,,,2,False,0.885669946671,3,0.845,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,indifferent,embasassed,skeptical,dispirited,3,skeptical,0,30,30,11,,,,,,,,2,False,4.08595299721,3,1.696,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,pensive,irritated,excited,hostile,1,pensive,0,31,31,23,,,,,,,,2,False,1.03644800186,3,1.146,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,serious,ashemed,bewildered,alarmed,1,serious,0,32,32,31,,,,,,,,2,False,0.817568063736,2,4.63,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,annoyed,hostile,horrified,preoccupied,4,preoccupied,0,33,33,8,,,,,,,,2,False,1.08416390419,3,0.897,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,alarmed,shy,hostile,anxious,3,hostile,0,34,34,25,,,,,,,,2,False,0.703546047211,3,1.08,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
blank.png,heart120_1.wav,puzzled,nervous,insisting,contemplative,2,contemplative,0,35,35,34,,,,,,,,2,False,0.633454084396,3,3.679,2018_Dec_12_2323,60.1684997554,HeartBeat3,001,,
