pic,sound,c1,c2,c3,c4,answerNum,answer,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro.keys,intro.rt,Answer1.keys,Answer1.rt,rating.response,rating.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,space,1.20333909988,,,,,2018_Dec_13_0036,60.0174859447,HeartBeat3,001,,
eyes15.png,silence,contemplative,flustered,encouraging,amused,1,contemplative,0,0,0,86,,,1,0.35092997551,2,0.95,2018_Dec_13_0036,60.0174859447,HeartBeat3,001,,
