pic,sound,c1,c2,c3,c4,answerNum,answer,trialsListen.thisRepN,trialsListen.thisTrialN,trialsListen.thisN,trialsListen.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,marker,intro.keys,intro.rt,Answer1.keys,IsCorrect,Answer1.rt,rating.response,rating.rt,date,frameRate,expName,session,participant,
blank.png,heart120_1.wav,despondent,relieved ,shy,excited,1,despondent,0,9,9,7,,,,,,,,1,False,0.650470018387,2,0.695,2018_Dec_13_0008,60.7474846078,HeartBeat3,001,,
blank.png,heart120_1.wav,terrified,upset,arrogant,annoyed,2,upset,0,10,10,1,,,,,,,,1,False,0.45098900795,2,0.579,2018_Dec_13_0008,60.7474846078,HeartBeat3,001,,
blank.png,heart120_1.wav,playful,comforting,irritated,bored,1,playful,0,11,11,0,,,,,,,,1,True,0.331345081329,2,0.598,2018_Dec_13_0008,60.7474846078,HeartBeat3,001,,
blank.png,heart120_1.wav,grateful,flirtatious,hostile,disapointed,2,flirtatious,0,12,12,29,,,,,,,,1,False,0.383420944214,2,0.747,2018_Dec_13_0008,60.7474846078,HeartBeat3,001,,
blank.png,heart120_1.wav,serious,ashemed,bewildered,alarmed,1,serious,0,13,13,31,,,,,,,,1,True,0.283969163895,2,0.495,2018_Dec_13_0008,60.7474846078,HeartBeat3,001,,
blank.png,heart120_1.wav,contemplative,flustered,encouraging,amused,1,contemplative,0,14,14,14,,,,,,,,1,True,0.267743110657,2,0.995,2018_Dec_13_0008,60.7474846078,HeartBeat3,001,,
blank.png,heart120_1.wav,apologetic,friendly,uneasy,dispirited,3,uneasy,0,15,15,6,,,,,,,,1,True,0.335594177246,2,0.528,2018_Dec_13_0008,60.7474846078,HeartBeat3,001,,
blank.png,heart120_1.wav,irritated,dissapointed,depressed,accusing,4,accusing,0,16,16,13,,,,,,,,1,False,0.385737895966,2,0.613,2018_Dec_13_0008,60.7474846078,HeartBeat3,001,,
blank.png,heart120_1.wav,dominant,horrified,guilty,friendly,4,friendly,0,17,17,19,,,,,,,,1,True,0.485255002975,2,0.562,2018_Dec_13_0008,60.7474846078,HeartBeat3,001,,
blank.png,heart120_1.wav,arrogant,grateful,sarcastic,tentative,4,tentative,0,18,18,18,,,,,,,,1,False,0.368574857712,2,0.763,2018_Dec_13_0008,60.7474846078,HeartBeat3,001,,
blank.png,heart120_1.wav,preoccupied,grateful,insisting,implorign,1,preoccupied,0,19,19,21,,,,,,,,1,False,0.302927017212,2,0.78,2018_Dec_13_0008,60.7474846078,HeartBeat3,001,,
blank.png,heart120_1.wav,puzzled,nervous,insisting,contemplative,2,contemplative,0,20,20,34,,,,,,,,1,False,0.402985095978,2,0.613,2018_Dec_13_0008,60.7474846078,HeartBeat3,001,,
blank.png,heart120_1.wav,irritated,thoughtful,encouraging,sympathetic,2,thoughtful,0,21,21,15,,,,,,,,1,False,0.282713890076,2,0.414,2018_Dec_13_0008,60.7474846078,HeartBeat3,001,,
blank.png,heart120_1.wav,ashamed,confident,joking,dispirited,2,confident,0,22,22,30,,,,,,,,1,False,0.3202688694,2,0.562,2018_Dec_13_0008,60.7474846078,HeartBeat3,001,,
blank.png,heart120_1.wav,joking,flustered,desire,convinced,3,desire,0,23,23,2,,,,,,,,1,True,0.285605192184,2,0.597,2018_Dec_13_0008,60.7474846078,HeartBeat3,001,,
blank.png,heart120_1.wav,alarmed,shy,hostile,anxious,3,hostile,0,24,24,25,,,,,,,,1,True,0.302134990692,2,0.58,2018_Dec_13_0008,60.7474846078,HeartBeat3,001,,
blank.png,heart120_1.wav,irritated,sarcastic,worried,friendly,3,worried,0,25,25,4,,,,,,,,1,True,0.284056901932,2,1.097,2018_Dec_13_0008,60.7474846078,HeartBeat3,001,,
blank.png,heart120_1.wav,amused,decisive,aghast,bored,2,decisive,0,26,26,17,,,,,,,,1,True,0.235599994659,2,0.663,2018_Dec_13_0008,60.7474846078,HeartBeat3,001,,
blank.png,heart120_1.wav,joking,insisting,amused,relaxed,2,insisting,0,27,27,3,,,,,,,,1,False,0.302768945694,2,0.647,2018_Dec_13_0008,60.7474846078,HeartBeat3,001,,
blank.png,heart120_1.wav,impatient,aghast,irritated,reflective,4,reflective,0,28,28,28,,,,,,,,1,True,0.435616016388,2,1.347,2018_Dec_13_0008,60.7474846078,HeartBeat3,001,,
blank.png,heart120_1.wav,decisive ,anticipating,threatening,shy,2,anticipating,0,29,29,12,,,,,,,,1,False,0.400180101395,2,0.797,2018_Dec_13_0008,60.7474846078,HeartBeat3,001,,
blank.png,heart120_1.wav,aghast,baffled,distrustful,terrified,3,distrustful,0,30,30,33,,,,,,,,1,False,0.449999809265,2,0.597,2018_Dec_13_0008,60.7474846078,HeartBeat3,001,,
blank.png,heart120_1.wav,annoyed,hostile,horrified,preoccupied,4,preoccupied,0,31,31,8,,,,,,,,1,False,0.368900060654,2,0.499,2018_Dec_13_0008,60.7474846078,HeartBeat3,001,,
blank.png,heart120_1.wav,contented,apologetic,defiant,curious,3,defiant,0,32,32,22,,,,,,,,1,False,0.303135156631,2,0.579,2018_Dec_13_0008,60.7474846078,HeartBeat3,001,,
blank.png,heart120_1.wav,indifferent,embasassed,skeptical,dispirited,3,skeptical,0,33,33,11,,,,,,,,1,False,0.383344888687,2,0.513,2018_Dec_13_0008,60.7474846078,HeartBeat3,001,,
blank.png,heart120_1.wav,ashamed,nervous,suspicious,indecisive,3,suspicious,0,34,34,35,,,,,,,,1,False,0.300608158112,2,0.578,2018_Dec_13_0008,60.7474846078,HeartBeat3,001,,
blank.png,heart120_1.wav,embarassed ,fantasizing,confused,panicked ,2,fantasizing,0,35,35,20,,,,,,,,1,False,0.352572917938,2,0.646,2018_Dec_13_0008,60.7474846078,HeartBeat3,001,,
