pic,sound,c1,c2,c3,c4,answerNum,answer,trialsListen.thisRepN,trialsListen.thisTrialN,trialsListen.thisN,trialsListen.thisIndex,intro.keys,intro.rt,Answer1.keys,IsCorrect,Answer1.rt,rating.response,rating.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,space,2.34006690979,,,,,,2018_Dec_12_2313,59.9664303831,HeartBeat3,001,,
blank.png,heart120_1.wav,panicked,incredulous,despondent,interested,4,interested,0,0,0,24,,,2,True,1.45075416565,3,5.435,2018_Dec_12_2313,59.9664303831,HeartBeat3,001,,
blank.png,heart120_1.wav,embarassed ,fantasizing,confused,panicked ,2,fantasizing,0,1,1,20,,,2,False,3.00038599968,3,1.862,2018_Dec_12_2313,59.9664303831,HeartBeat3,001,,
blank.png,heart120_1.wav,decisive ,anticipating,threatening,shy,2,anticipating,0,2,2,12,,,2,False,26.1848909855,2,3.723,2018_Dec_12_2313,59.9664303831,HeartBeat3,001,,
blank.png,heart120_1.wav,irritated,sarcastic,worried,friendly,3,worried,0,3,3,4,,,4,False,4.08432292938,2,3.245,2018_Dec_12_2313,59.9664303831,HeartBeat3,001,,
blank.png,heart120_1.wav,apologetic,friendly,uneasy,dispirited,3,uneasy,0,4,4,6,,,4,True,2.78654503822,2,2.13,2018_Dec_12_2313,59.9664303831,HeartBeat3,001,,
blank.png,heart120_1.wav,embarassed ,guilty,fantasizing,concerned,4,concerned,0,5,5,32,,,4,True,1.70101881027,5,3.428,2018_Dec_12_2313,59.9664303831,HeartBeat3,001,,
blank.png,heart120_1.wav,pensive,irritated,excited,hostile,1,pensive,0,6,6,23,,,4,False,3.50040507317,3,5.545,2018_Dec_12_2313,59.9664303831,HeartBeat3,001,,
blank.png,heart120_1.wav,joking,flustered,desire,convinced,3,desire,0,7,7,2,,,4,False,2.6852722168,2,2.429,2018_Dec_12_2313,59.9664303831,HeartBeat3,001,,
blank.png,heart120_1.wav,doubtful,affectionate,playful,aghast,1,doubtful,0,8,8,16,,,2,False,8.75005817413,4,1.359,2018_Dec_12_2313,59.9664303831,HeartBeat3,001,,
blank.png,heart120_1.wav,joking,insisting,amused,relaxed,2,insisting,0,9,9,3,,,3,True,4.19985604286,4,2.679,2018_Dec_12_2313,59.9664303831,HeartBeat3,001,,
blank.png,heart120_1.wav,aghast,baffled,distrustful,terrified,3,distrustful,0,10,10,33,,,3,False,0.700089931488,4,1.245,2018_Dec_12_2313,59.9664303831,HeartBeat3,001,,
blank.png,heart120_1.wav,dominant,horrified,guilty,friendly,4,friendly,0,11,11,19,,,3,False,0.550827026367,4,1.63,2018_Dec_12_2313,59.9664303831,HeartBeat3,001,,
blank.png,heart120_1.wav,ashamed,confident,joking,dispirited,2,confident,0,12,12,30,,,3,False,2.55007696152,4,1.197,2018_Dec_12_2313,59.9664303831,HeartBeat3,001,,
blank.png,heart120_1.wav,annoyed,hostile,horrified,preoccupied,4,preoccupied,0,13,13,8,,,3,False,0.770033836365,4,0.96,2018_Dec_12_2313,59.9664303831,HeartBeat3,001,,
blank.png,heart120_1.wav,puzzled,nervous,insisting,contemplative,2,contemplative,0,14,14,34,,,3,False,4.94953393936,4,1.16,2018_Dec_12_2313,59.9664303831,HeartBeat3,001,,
blank.png,heart120_1.wav,alarmed,shy,hostile,anxious,3,hostile,0,15,15,25,,,3,True,2.26922106743,4,2.111,2018_Dec_12_2313,59.9664303831,HeartBeat3,001,,
blank.png,heart120_1.wav,despondent,relieved ,shy,excited,1,despondent,0,16,16,7,,,3,False,0.985502004623,4,0.995,2018_Dec_12_2313,59.9664303831,HeartBeat3,001,,
blank.png,heart120_1.wav,irritated,dissapointed,depressed,accusing,4,accusing,0,17,17,13,,,3,False,20.62926507,4,1.176,2018_Dec_12_2313,59.9664303831,HeartBeat3,001,,
blank.png,heart120_1.wav,playful,comforting,irritated,bored,1,playful,0,18,18,0,,,3,False,9.68357896805,4,1.192,2018_Dec_12_2313,59.9664303831,HeartBeat3,001,,
blank.png,heart120_1.wav,arrogant,grateful,sarcastic,tentative,4,tentative,0,19,19,18,,,3,False,8.93597006798,4,0.857,2018_Dec_12_2313,59.9664303831,HeartBeat3,001,,
blank.png,heart120_1.wav,preoccupied,grateful,insisting,implorign,1,preoccupied,0,20,20,21,,,1,False,6.5338549614,2,1.142,2018_Dec_12_2313,59.9664303831,HeartBeat3,001,,
